gene,mean_SafeHarbor_0h,mean_RHOG_0h,log2_fc,pval,pval_adj
ENSG00000233542,0.007564208532773173,0.0,-0.007564208532773173,0.36321746764912255,0.9034298627891024
ENSG00000187730,0.008883528578923902,0.013069161054298938,0.004185632475375036,0.7972031748377754,0.9939519876267707
ENSG00000226969,0.0068144345906425595,0.0,-0.0068144345906425595,0.36321746764912255,0.9034298627891024
ENSG00000067606,2.6706815213184196,2.9121642646925987,0.24148274337417908,0.18375838535359978,0.9034298627891024
ENSG00000271806,0.13266418935136529,0.1146715811887581,-0.017992608162607185,0.8473785473617702,0.9995563239457352
ENSG00000182873,0.8620516319560897,0.7985237289916496,-0.06352790296444011,0.49753052355987293,0.9582340881666064
ENSG00000162585,5.411517653503725,5.484473201884008,0.07295554838028284,0.25645795538885524,0.9034298627891024
ENSG00000234396,0.05369525661955599,0.09879450323485561,0.045099246615299626,0.37877112162460724,0.9124769782395721
ENSG00000157933,6.950719312223211,7.005295455005789,0.05457614278257772,0.18229493831189705,0.9034298627891024
ENSG00000287356,0.28970844437932536,0.3233445348670165,0.03363609048769112,0.7046140343851919,0.9817225506466937
ENSG00000116151,2.5264610484344416,2.49092900229378,-0.035532046140661855,0.726081563061117,0.9830630092625964
ENSG00000272161,0.015114974454451724,0.0,-0.015114974454451724,0.17468802525984053,0.9034298627891024
ENSG00000269896,0.8836072738895352,0.9534068854402591,0.0697996115507239,0.5211906284255476,0.9633614150822309
ENSG00000272420,0.29399421580664237,0.23135866785483764,-0.06263554795180473,0.449400716717428,0.9427455494469805
ENSG00000157916,7.06458128180168,7.063810672646319,-0.0007706091553609795,0.9736389735921237,0.9995563239457352
ENSG00000157911,3.7698322035527876,3.724479513531097,-0.045352690021690734,0.7220994356611689,0.9830630092625964
ENSG00000149527,5.370017907665713,5.465527600294803,0.09550969262908993,0.7337830085042107,0.9835379667789027
ENSG00000224387,0.3340924017195332,0.1883232726556803,-0.1457691290638529,0.11854136393459962,0.9034298627891024
ENSG00000229393,0.5855745609354531,0.46063095066631937,-0.12494361026913375,0.209143227141849,0.9034298627891024
ENSG00000157881,5.668669024479363,5.662483852877607,-0.006185171601756245,0.915894366814286,0.9995563239457352
ENSG00000197921,0.008883528578923902,0.007865526125047801,-0.0010180024538761004,0.9333456485124532,0.9995563239457352
ENSG00000272449,1.9538098532289565,2.068637538562672,0.11482768533371557,0.5426069408451462,0.9674278562525037
ENSG00000238164,5.43054067993502,5.362805931184719,-0.06773474875030061,0.6436126952031729,0.9776177218255248
ENSG00000157873,8.09090913194565,8.098276906095705,0.007367774150054629,0.9731419033012786,0.9995563239457352
ENSG00000225931,0.9322979404270685,0.9083327773970464,-0.023965163030022052,0.8212466591952036,0.9985130887429453
ENSG00000228037,0.702639069365116,0.7401862810651405,0.03754721170002451,0.8133348130069404,0.9969996693971032
ENSG00000157870,5.387076907586239,5.431454667393504,0.044377759807264994,0.7445060231570702,0.9854892103888456
ENSG00000142606,0.49812534808471814,0.3887849046796315,-0.10934044340508664,0.41197594967295315,0.927940253739625
ENSG00000237058,0.0,0.006895664671306069,0.006895664671306069,0.36321746764912255,0.9034298627891024
ENSG00000215912,1.1496582452176893,1.2557102349226223,0.10605198970493301,0.6317917941053508,0.9768853243475332
ENSG00000285945,0.007564208532773173,0.0,-0.007564208532773173,0.36321746764912255,0.9034298627891024
ENSG00000283259,0.0,0.013686115104976507,0.013686115104976507,0.36321746764912255,0.9034298627891024
ENSG00000233234,0.0,0.0,0.0,,
ENSG00000287396,0.0,0.0,0.0,,
ENSG00000231630,0.0,0.0,0.0,,
ENSG00000284745,0.0,0.0,0.0,,
ENSG00000169717,0.0,0.0,0.0,,
ENSG00000177133,0.0,0.0,0.0,,
ENSG00000142611,0.007550765921678553,0.022396347499321522,0.014845581577642968,0.396542988663637,0.921225056173152
ENSG00000283572,0.0,0.0,0.0,,
ENSG00000226286,0.0,0.0,0.0,,
ENSG00000279839,0.0,0.0,0.0,,
ENSG00000272235,0.0,0.0,0.0,,
ENSG00000287828,0.0,0.0,0.0,,
ENSG00000286518,0.0,0.0,0.0,,
ENSG00000130762,0.0,0.013686115104976507,0.013686115104976507,0.36321746764912255,0.9034298627891024
ENSG00000272088,0.0,0.0,0.0,,
ENSG00000162591,4.169487578988386,4.575789620621086,0.4063020416327001,0.37654503224305236,0.9109742411399095
ENSG00000207776,0.0,0.0,0.0,,
ENSG00000238260,0.4039619097271004,0.5375645745633343,0.1336026648362339,0.4576753480632346,0.9463172301724879
ENSG00000158109,5.424632350589909,5.533036075243598,0.10840372465368908,0.35771184243646237,0.9034298627891024
ENSG00000116213,5.503046156799406,5.455820441513974,-0.047225715285431846,0.575546814414361,0.971451440293489
ENSG00000078900,3.4083691283556488,3.1636158899817524,-0.2447532383738964,0.13359440306681394,0.9034298627891024
ENSG00000227589,0.0,0.0,0.0,,
ENSG00000235131,0.0,0.0,0.0,,
ENSG00000227372,4.500048579963254,4.489978636705543,-0.010069943257710712,0.960491656953695,0.9995563239457352
ENSG00000276189,0.0,0.0,0.0,,
ENSG00000162592,0.007480112576674763,0.0,-0.007480112576674763,0.36321746764912255,0.9034298627891024
ENSG00000235169,0.1641885497564277,0.1468201236967865,-0.0173684260596412,0.8439620875232381,0.9995563239457352
ENSG00000130764,6.059566705868897,6.04786588718891,-0.01170081867998718,0.7095278542864207,0.9823604724076629
ENSG00000266075,0.0,0.0,0.0,,
ENSG00000272153,0.03899947555276523,0.013836083999058566,-0.025163391553706664,0.27648185055640295,0.9034298627891024
ENSG00000116198,5.985566824240987,6.04727467576024,0.06170785151925262,0.17666200844185284,0.9034298627891024
ENSG00000169598,3.7148753969933668,3.7822216273253133,0.06734623033194653,0.6540909929285085,0.9789617287419323
ENSG00000198912,4.585520595930219,4.602724505125013,0.01720390919479442,0.8065238830159238,0.9953043669719696
ENSG00000236423,0.3783455562856768,0.512748094943883,0.13440253865820617,0.19833586052156033,0.9034298627891024
ENSG00000233304,0.0,0.0,0.0,,
ENSG00000226374,0.0,0.0,0.0,,
ENSG00000284668,0.0,0.0,0.0,,
ENSG00000284703,0.0,0.0,0.0,,
ENSG00000229280,0.0,0.0,0.0,,
ENSG00000235054,0.0,0.0,0.0,,
ENSG00000284694,0.0,0.0,0.0,,
ENSG00000227169,0.0,0.0,0.0,,
ENSG00000232596,0.0,0.0069404193277524985,0.0069404193277524985,0.36321746764912255,0.9034298627891024
ENSG00000196581,0.007564208532773173,0.020581779776282578,0.013017571243509406,0.43893686855971026,0.939447590577078
ENSG00000287586,0.0,0.0,0.0,,
ENSG00000284739,0.0,0.0,0.0,,
ENSG00000284674,0.0,0.0,0.0,,
ENSG00000231510,0.0068144345906425595,0.0,-0.0068144345906425595,0.36321746764912255,0.9034298627891024
ENSG00000284616,0.0,0.0,0.0,,
ENSG00000284692,0.0,0.0,0.0,,
ENSG00000284666,0.0,0.0,0.0,,
ENSG00000260972,0.0,0.0,0.0,,
ENSG00000283356,0.0,0.0,0.0,,
ENSG00000236948,0.049951595385991844,0.05482293044315348,0.004871335057161634,0.8939522449351138,0.9995563239457352
ENSG00000264341,0.0,0.0,0.0,,
ENSG00000264101,0.0,0.019346665919207525,0.019346665919207525,0.36321746764912255,0.9034298627891024
ENSG00000131697,4.733579621694379,4.831155562361435,0.09757594066705533,0.3394140483428383,0.9034298627891024
ENSG00000069424,9.582340079559154,9.551696848474881,-0.030643231084273026,0.8995592899882585,0.9995563239457352
ENSG00000116254,0.5590339890234618,0.5275025861763477,-0.03153140284711409,0.7801171642074525,0.9907607279417001
ENSG00000285629,0.0,0.0,0.0,,
ENSG00000116251,5.765157008383734,5.918487933427841,0.15333092504410661,0.483524140477657,0.9547678448748723
ENSG00000226944,0.1645313035257478,0.3249988061835729,0.1604675026578251,0.12041812884078053,0.9034298627891024
ENSG00000158286,3.600561372091763,3.505678720794645,-0.09488265129711815,0.8332965579722569,0.9995563239457352
ENSG00000116237,7.01425631439879,6.909391128923507,-0.10486518547528334,0.38271685572090275,0.9157054663068387
ENSG00000225077,1.337222565538138,1.2113286683562579,-0.12589389718188015,0.48244541730781565,0.9547678448748723
ENSG00000173673,0.0,0.0,0.0,,
ENSG00000158292,1.4017736939763432,1.3552444176454312,-0.04652927633091197,0.8781169749402415,0.9995563239457352
ENSG00000097021,6.1679262066056895,5.932839973538376,-0.2350862330673138,0.33506823673267705,0.9034298627891024
ENSG00000271746,0.21362143057644212,0.22686252663405868,0.013241096057616558,0.781368434598166,0.9907867428894737
ENSG00000069812,0.26116176391956974,0.300197358004117,0.039035594084547265,0.646291245624466,0.9776177218255248
ENSG00000187017,0.2608284461628764,0.3309511987933351,0.0701227526304587,0.4347108110499997,0.9383729416476365
ENSG00000265392,0.0,0.0,0.0,,
ENSG00000231868,0.007480112576674763,0.006895664671306069,-0.0005844479053686942,0.9553277921249622,0.9995563239457352
ENSG00000215788,6.2065791535982475,6.404958750703394,0.19837959710514674,0.5859160661621059,0.9725449783474592
ENSG00000171680,2.884336377314535,3.005823881953092,0.12148750463855684,0.4182375024409467,0.9307660950319971
ENSG00000162408,5.218919119146837,5.263676739147152,0.0447576200003148,0.5426281714830037,0.9674278562525037
ENSG00000253022,0.0,0.0,0.0,,
ENSG00000229519,0.0,0.0,0.0,,
ENSG00000173662,0.04317131527939418,0.006623363297471992,-0.03654795198192219,0.24580324126175412,0.9034298627891024
ENSG00000204859,4.913474059998831,5.02305374461334,0.10957968461450918,0.30065417241512166,0.9034298627891024
ENSG00000162413,5.902437646176243,5.91567647739511,0.013238831218866487,0.9110298528566404,0.9995563239457352
ENSG00000116273,4.434724388949053,4.4297254853379755,-0.004998903611077132,0.9413808733155373,0.9995563239457352
ENSG00000041988,3.8696437780278603,3.8218903541834126,-0.047753423844447696,0.6541573082018142,0.9789617287419323
ENSG00000007923,5.984386182792828,5.938675159171225,-0.045711023621603175,0.2307186959865236,0.9034298627891024
ENSG00000228750,0.0,0.006623363297471992,0.006623363297471992,0.36321746764912255,0.9034298627891024
ENSG00000284744,0.0,0.0,0.0,,
ENSG00000237436,0.328469833380641,0.24570033592766294,-0.08276949745297807,0.23895324859804074,0.9034298627891024
ENSG00000171735,3.9780976347835773,4.007978129570719,0.02988049478714183,0.7423436381333017,0.9850568749676231
ENSG00000227950,0.0,0.0,0.0,,
ENSG00000237365,0.0,0.0,0.0,,
ENSG00000207056,0.0,0.0,0.0,,
ENSG00000237402,0.0,0.0,0.0,,
ENSG00000237728,0.0,0.0,0.0,,
ENSG00000225126,0.0,0.0,0.0,,
ENSG00000270171,0.0,0.0,0.0,,
ENSG00000270035,0.0,0.0,0.0,,
ENSG00000269978,0.0,0.021464600511179373,0.021464600511179373,0.19321639747009026,0.9034298627891024
ENSG00000049245,5.466373944502894,5.451925529622684,-0.014448414880209981,0.8079296160618148,0.9953583076701215
ENSG00000269925,0.9240874029221243,0.9562333565950829,0.03214595367295858,0.754159310220835,0.9874058307599691
ENSG00000049246,2.9727097031757572,3.106384634087719,0.1336749309119618,0.5874871857264026,0.9725449783474592
ENSG00000236266,0.3491383473286942,0.32304824893600653,-0.026090098392687666,0.816601517955015,0.9977051695241949
ENSG00000049247,0.2608530182950102,0.2629059375434158,0.002052919248405616,0.9806415457601039,0.9995563239457352
ENSG00000049249,3.9261847596998716,3.8029927579346627,-0.12319200176520884,0.7838240180426481,0.9914993618218
ENSG00000270330,0.022435827132651562,0.006895664671306069,-0.015540162461345493,0.3848862523865942,0.916050261725092
ENSG00000116288,7.523884152146663,7.462061195883262,-0.061822956263401174,0.2030908060089684,0.9034298627891024
ENSG00000200344,0.0,0.0,0.0,,
ENSG00000284747,1.0807751228622304,1.1432599077063437,0.06248478484411324,0.5956030663401584,0.9726223126470112
ENSG00000284716,0.0,0.0,0.0,,
ENSG00000116285,0.7280927167268271,0.8134911978212461,0.08539848109441905,0.7088197947384752,0.9821052868304194
ENSG00000238290,0.0,0.0,0.0,,
ENSG00000232848,0.021976146551484717,0.05563927555041117,0.033663128998926456,0.31880819982908076,0.9034298627891024
ENSG00000229305,0.0,0.0,0.0,,
ENSG00000227634,0.0,0.0,0.0,,
ENSG00000200975,0.0,0.0,0.0,,
ENSG00000233645,0.0,0.0,0.0,,
ENSG00000251977,0.0,0.0,0.0,,
ENSG00000162426,0.4743946894068522,0.4202101951468577,-0.0541844942599945,0.7330970055968092,0.9835379667789027
ENSG00000252254,0.0,0.0,0.0,,
ENSG00000142599,5.923428955074385,5.909752787053861,-0.01367616802052396,0.9656585134743128,0.9995563239457352
ENSG00000232912,0.360536106504654,0.30422218287516256,-0.05631392362949145,0.6658754013400376,0.9790748336151173
ENSG00000221083,0.0,0.02237755054396202,0.02237755054396202,0.21183826033382883,0.9034298627891024
ENSG00000270282,0.0,0.0,0.0,,
ENSG00000234619,0.07381718641603778,0.029420354882553748,-0.04439683153348403,0.20818685806491213,0.9034298627891024
ENSG00000224315,0.05466873534611654,0.019346665919207525,-0.03532206942690902,0.3653910959920801,0.9047449886332604
ENSG00000222511,0.0068144345906425595,0.01351902796877806,0.006704593378135501,0.5541668497192426,0.9682106882858252
ENSG00000226545,0.01569796316956646,0.0,-0.01569796316956646,0.17929208751022307,0.9034298627891024
ENSG00000228423,0.022138012490777553,0.021104335015325233,-0.00103367747545232,0.9617270935959698,0.9995563239457352
ENSG00000229716,0.0,0.0,0.0,,
ENSG00000074800,10.77246231980826,10.618505996521677,-0.15395632328658415,0.13408092387535292,0.9034298627891024
ENSG00000274258,0.007564208532773173,0.013599074386131572,0.006034865853358399,0.7084914653360765,0.9819306242118583
ENSG00000230679,0.36381629035218205,0.2887533690622904,-0.07506292128989167,0.44341882906035057,0.9403628497515913
ENSG00000201725,0.11141306928595544,0.11568466205789485,0.004271592771939406,0.963265681200338,0.9995563239457352
ENSG00000238249,0.5021409989107087,0.4025459684834045,-0.09959503042730422,0.47665624612267044,0.9538880927739278
ENSG00000232208,2.737985511397465,2.7641965097294343,0.026210998331969382,0.9745916036319332,0.9995563239457352
ENSG00000232663,0.0,0.0,0.0,,
ENSG00000131686,2.9215816311055556,3.0324400856938634,0.11085845458830779,0.8703271131686261,0.9995563239457352
ENSG00000265141,0.0,0.0,0.0,,
ENSG00000197241,0.07577577881942345,0.0408112664303869,-0.03496451238903655,0.35808197782744733,0.9034298627891024
ENSG00000142583,0.049972515484255874,0.020937247879126788,-0.029035267605129086,0.219023569423951,0.9034298627891024
ENSG00000252404,0.0,0.0,0.0,,
ENSG00000180758,1.9580545277005548,1.9810577579043127,0.02300323020375794,0.9175791957346371,0.9995563239457352
