gene,mean_early_0h,mean_late_168hplus,log2_fc,pval,pval_adj
ENSG00000284372,0.0,0.0,0.0,,
ENSG00000162576,1.7655878115374792,1.09533258016897,-0.6702552313685093,0.04410326788680748,0.11640241108065578
ENSG00000175756,6.524017509841223,6.054810357663168,-0.469207152178055,1.7245278286297047e-09,3.475869617709287e-08
ENSG00000223663,0.06617686851440029,0.14452793693845686,0.07835106842405658,0.03720048102394405,0.10154083924393542
ENSG00000221978,7.035240601919757,7.588414569750189,0.5531739678304319,1.7566490712070652e-05,0.00012386899694024137
ENSG00000224870,4.605292790233864,4.661483770633313,0.056190980399449586,0.3375153906613896,0.4579857353953146
ENSG00000242485,5.7263518706187275,5.278774824906354,-0.44757704571237333,1.3462597283118628e-09,2.7963376049512233e-08
ENSG00000264293,0.0,0.0,0.0,,
ENSG00000272455,1.0243330533552972,1.0425112325684813,0.018178179213184098,0.8504729203181385,0.8985212529624259
ENSG00000235098,0.00784898158478323,0.015770336169423357,0.007921354584640126,0.3343250784544193,0.4579857353953146
ENSG00000225905,0.0,0.011310381838385855,0.011310381838385855,0.029414600265306432,0.08362463158949675
ENSG00000205116,0.0,0.003783587233669725,0.003783587233669725,0.32771580614285856,0.4579857353953146
ENSG00000225285,0.003311681648735996,0.17285571895813182,0.16954403730939582,2.7322830432843195e-07,3.0615739760093407e-06
ENSG00000179403,0.40354569004971186,1.6860583131443982,1.2825126230946864,1.2547065067225755e-10,3.5302273093604185e-09
ENSG00000215915,0.8060691031060171,0.5723885893873519,-0.23368051371866516,0.040900171133748386,0.10988497619560486
ENSG00000160072,5.619327321146468,5.0850636644588,-0.534263656687668,3.017564319864922e-12,1.4612215237582197e-10
ENSG00000284740,0.20679478940860938,0.3880398274260443,0.18124503801743494,0.0001711784960822002,0.0009324593791499962
ENSG00000197785,5.544904035797184,4.698829116195748,-0.8460749196014357,4.85393531802126e-09,8.607183430118341e-08
ENSG00000205090,0.3821809128406734,0.27344219004920534,-0.10873872279146807,0.07786018098684788,0.1857765787608405
ENSG00000160075,7.038420395531226,6.95915360074509,-0.07926679478613607,0.004954783390242008,0.018090032919686038
ENSG00000215014,0.5149424549422933,0.5082209972187229,-0.0067214577235703565,0.9008201709624827,0.9341347132498933
ENSG00000274481,0.0,0.0,0.0,,
ENSG00000228594,3.4676943869106798,2.5513557197185808,-0.916338667192099,0.0018185559319561504,0.007506853870921889
ENSG00000286989,1.9652564644251003,2.027465525484257,0.06220906105915658,0.8464923370486166,0.8955545625553463
ENSG00000272106,2.877782686778542,2.235022737794511,-0.6427599489840308,1.4018571860969498e-05,0.00010151590945440861
ENSG00000197530,5.349946349698836,6.233872435368734,0.8839260856698976,4.587621635113311e-09,8.185441287369712e-08
ENSG00000189409,0.17808801809689742,0.2049896818191568,0.026901663722259384,0.5477392410940365,0.6626474733410783
ENSG00000248333,6.3956838017392,6.210295597935942,-0.18538820380325838,0.006024234028090099,0.021391519115822613
ENSG00000272004,0.3825313775419574,0.21949846457831043,-0.16303291296364694,0.008067158746965536,0.027633806922657406
ENSG00000189339,6.9529504961248785,6.966065256048501,0.013114759923622543,0.922072618131392,0.9481333444110073
ENSG00000269737,0.09406315092334565,0.06375328266689936,-0.030309868256446285,0.2742611896013954,0.4579857353953146
ENSG00000215914,0.21763729886418748,0.1866045003519612,-0.03103279851222629,0.5406832497146097,0.6562279666520339
ENSG00000008128,2.279055847214787,2.0095136376016236,-0.2695422096131632,0.003643935258392377,0.013798294135884117
ENSG00000268575,3.431604846449042,3.034218953298684,-0.397385893150358,0.018418431999038434,0.05604616781888803
ENSG00000227775,0.34074329307313383,0.08607484021890033,-0.2546684528542335,0.0007530941489425969,0.003462473804251403
ENSG00000215790,3.537785810560021,3.299425768406479,-0.23836004215354167,0.1149110463823979,0.24953045444497546
ENSG00000008130,6.196675269177568,5.8067963274530365,-0.38987894172453164,0.00023033131007987653,0.0012149464725402111
ENSG00000078369,9.125035382460071,8.768156655022269,-0.35687872743780247,8.594177236484146e-13,5.058035482532928e-11
ENSG00000231050,0.3393865432055907,0.35289771103460565,0.013511167829014958,0.7975182547228602,0.8592448708607596
ENSG00000169885,0.34772784897708026,0.35505425553332054,0.007326406556240284,0.87821267340886,0.918529453159418
ENSG00000178821,0.1498267715265077,0.0576495386480105,-0.09217723287849719,0.0026343588125076227,0.010373570617081324
ENSG00000142609,0.0,0.008050135193738336,0.008050135193738336,0.09191812586937967,0.21023455367984456
ENSG00000233542,0.0037821042663865865,0.0,-0.0037821042663865865,0.3388006961962017,0.4579857353953146
ENSG00000187730,0.010976344816611422,0.023428550118576346,0.012452205301964924,0.3154965297360557,0.4579857353953146
ENSG00000226969,0.0034072172953212797,0.010178664496075266,0.006771447200753986,0.28644509344025637,0.4579857353953146
ENSG00000067606,2.791422893005509,1.7850913293677586,-1.0063315636377503,6.695894443127582e-08,8.748011156128168e-07
ENSG00000271806,0.12366788527006171,0.025067216159911438,-0.09860066911015028,0.04530387648420508,0.11899167923172448
ENSG00000182873,0.8302876804738696,0.5734914439114339,-0.25679623656243566,8.700956262851749e-05,0.0005123151913298788
ENSG00000162585,5.447995427693865,5.129834335401378,-0.31816109229248735,1.561366908293453e-05,0.00011150296893500001
ENSG00000234396,0.07624487992720579,0.0800383574772598,0.0037934775500540197,0.895880714951089,0.9305456225629131
ENSG00000157933,6.978007383614501,5.961228333187368,-1.0167790504271332,4.176223195164022e-08,5.752942804814305e-07
ENSG00000287356,0.3065264896231709,0.11844263735537774,-0.18808385226779317,0.0009453209384446627,0.004233180809732598
ENSG00000116151,2.5086950253641107,2.1253547947056157,-0.383340230658495,3.7264592448635816e-06,3.121557390197989e-05
ENSG00000272161,0.007557487227225862,0.006241651092455616,-0.001315836134770246,0.8473293569937685,0.896177762554052
ENSG00000269896,0.9185070796648972,0.4608783715947193,-0.4576287080701779,6.304306164968472e-07,6.4067994860553835e-06
ENSG00000272420,0.26267644183074007,0.1853420218930196,-0.07733441993772047,0.12022437560128682,0.25845672829745087
ENSG00000157916,7.064195977224,7.019108369648081,-0.04508760757591901,0.13084155952243662,0.2762179821778882
ENSG00000157911,3.747155858541942,3.465790818802137,-0.2813650397398053,0.0007978619667844856,0.003645447385614218
ENSG00000149527,5.417772753980259,7.213873284519409,1.7961005305391504,2.571190470244965e-09,4.954932056958741e-08
ENSG00000224387,0.2612078371876067,0.04916292363341953,-0.21204491355418717,0.0007213987461731265,0.003336427239746256
ENSG00000229393,0.5231027558008863,0.08253175627650339,-0.4405709995243829,2.2158536869718905e-07,2.54311429501312e-06
ENSG00000157881,5.665576438678484,5.80547701295914,0.13990057428065583,0.08222965877721895,0.1941629930716349
ENSG00000197921,0.008374527351985852,0.032311223571351765,0.023936696219365915,0.06984211758245484,0.1698564401179467
ENSG00000272449,2.0112236958958145,1.7509288536230174,-0.2602948422727971,0.14753212283406628,0.30402690625083656
ENSG00000238164,5.396673305559869,6.4216924912961915,1.0250191857363227,4.097377824215098e-08,5.661146623408915e-07
ENSG00000157873,8.094593019020676,7.764319747279163,-0.3302732717415129,0.04197772296871271,0.11221532775310264
ENSG00000225931,0.9203153589120575,0.844261947660184,-0.07605341125187348,0.27655088204570194,0.4579857353953146
ENSG00000228037,0.7214126752151282,0.873945318857364,0.15253264364223584,0.17076541701459116,0.3280795398846028
ENSG00000157870,5.409265787489872,5.37027395901661,-0.03899182847326177,0.7473284937194782,0.8215798356417215
ENSG00000142606,0.4434551263821748,0.5381714937247347,0.09471636734255989,0.34297540370840784,0.4624026773545667
ENSG00000237058,0.0034478323356530345,0.01588707528693002,0.012439242951276984,0.11841978417623103,0.2553920440333211
ENSG00000215912,1.2026842400701558,1.1309066017444003,-0.07177763832575557,0.6609410451131777,0.7589720744495969
ENSG00000285945,0.0037821042663865865,0.009973594401846112,0.006191490135459526,0.45135085166181,0.5732343988243084
ENSG00000283259,0.0068430575524882535,0.0,-0.0068430575524882535,0.3388006961962018,0.4579857353953146
ENSG00000233234,0.0,0.0,0.0,,
ENSG00000287396,0.0,0.0,0.0,,
ENSG00000231630,0.0,0.0,0.0,,
ENSG00000284745,0.0,0.0,0.0,,
ENSG00000169717,0.0,0.0,0.0,,
ENSG00000177133,0.0,0.0,0.0,,
ENSG00000142611,0.014973556710500038,0.009608167418027273,-0.005365389292472765,0.5906927380492076,0.7007304775425744
ENSG00000283572,0.0,0.0,0.0,,
ENSG00000226286,0.0,0.0,0.0,,
ENSG00000279839,0.0,0.0,0.0,,
ENSG00000272235,0.0,0.0,0.0,,
ENSG00000287828,0.0,0.0,0.0,,
ENSG00000286518,0.0,0.0,0.0,,
ENSG00000130762,0.0068430575524882535,0.011896595338111405,0.005053537785623151,0.615372827789756,0.7216105401176751
ENSG00000272088,0.0,0.0,0.0,,
ENSG00000162591,4.372638599804737,2.103067613007805,-2.2695709867969316,1.9234309030403382e-08,2.913063580238921e-07
ENSG00000207776,0.0,0.0,0.0,,
ENSG00000238260,0.47076324214521725,0.4794187115653232,0.008655469420105921,0.9254698330279378,0.9503976691783237
ENSG00000158109,5.478834212916753,6.065462415111637,0.5866282021948841,2.106778518856473e-08,3.1487626614909e-07
ENSG00000116213,5.479433299156689,5.426763614170983,-0.05266968498570623,0.270923747699646,0.4579857353953146
ENSG00000078900,3.2859925091687,2.2737288707832697,-1.0122636383854302,4.649332140852984e-06,3.808754349716695e-05
ENSG00000227589,0.0,0.0,0.0,,
ENSG00000235131,0.0,0.019856553233491604,0.019856553233491604,0.05357839332313446,0.13677768124442558
ENSG00000227372,4.495013608334398,4.817305961910601,0.322292353576203,0.007644972427085401,0.026369384332049904
ENSG00000276189,0.0,0.0,0.0,,
ENSG00000162592,0.0037400562883373816,0.0023013718908336234,-0.0014386843975037582,0.7466827526718843,0.8211424169517699
ENSG00000235169,0.1555043367266071,0.31142828933309613,0.15592395260648903,0.010203467776237185,0.033806905984839195
ENSG00000130764,6.053716296528904,5.938907095223588,-0.11480920130531658,0.0021818979988901654,0.008806450441002783
ENSG00000266075,0.0,0.01376806227586684,0.01376806227586684,0.05056199382724276,0.1306220434463489
ENSG00000272153,0.026417779775911896,0.046031446914952014,0.019613667139040118,0.316203758560501,0.4579857353953146
ENSG00000116198,6.016420750000614,5.792290605413018,-0.22413014458759584,3.576243478708008e-08,5.015066516385029e-07
ENSG00000169598,3.7485485121593403,3.493426169814141,-0.25512234234519937,0.013977668223542008,0.044257420985595416
ENSG00000198912,4.594122550527616,4.7611877533272,0.16706520279958426,0.06767579445179554,0.1655049529849482
ENSG00000236423,0.4455468256147799,0.45300275265196127,0.007455927037181398,0.9051383956629355,0.9369546960885191
ENSG00000233304,0.0,0.05084415238691387,0.05084415238691387,0.0009618190631767468,0.004298345174871262
ENSG00000226374,0.0,0.0,0.0,,
ENSG00000284668,0.0,0.005371097929925679,0.005371097929925679,0.1819884256280432,0.3428559574170007
ENSG00000284703,0.0,0.0,0.0,,
ENSG00000229280,0.0,0.01080139638585102,0.01080139638585102,0.10221924649115792,0.2276144484990744
ENSG00000235054,0.0,0.0,0.0,,
ENSG00000284694,0.0,0.0,0.0,,
ENSG00000227169,0.0,0.0,0.0,,
ENSG00000232596,0.0034702096638762493,0.00616806041458991,0.0026978507507136604,0.6406703578896185,0.7429481302178826
ENSG00000196581,0.014072994154527875,0.007050919375585445,-0.00702207477894243,0.461359420966133,0.5830261607696214
ENSG00000287586,0.0,0.0,0.0,,
ENSG00000284739,0.0,0.0,0.0,,
ENSG00000284674,0.0,0.0,0.0,,
ENSG00000231510,0.0034072172953212797,0.0,-0.0034072172953212797,0.3388006961962017,0.4579857353953146
ENSG00000284616,0.0,0.0037078707119820305,0.0037078707119820305,0.32771580614285856,0.4579857353953146
ENSG00000284692,0.0,0.006400395568073348,0.006400395568073348,0.1970884321521382,0.36148033348590175
ENSG00000284666,0.0,0.0,0.0,,
ENSG00000260972,0.0,0.0,0.0,,
ENSG00000283356,0.0,0.0,0.0,,
ENSG00000236948,0.052387262914572665,0.021566747811287604,-0.03082051510328506,0.12135180578648513,0.26048606397319274
ENSG00000264341,0.0,0.0,0.0,,
ENSG00000264101,0.009673332959603763,0.006089142685651919,-0.003584190273951844,0.7317209248465545,0.8102294896448634
ENSG00000131697,4.782367592027907,4.165729081364044,-0.6166385106638632,4.1579414955040743e-10,1.009123939837268e-08
ENSG00000069424,9.56701846401702,9.349729085612326,-0.21728937840469342,0.10074666812431485,0.2254212369400192
ENSG00000116254,0.5432682875999048,1.1306364389820922,0.5873681513821875,5.340192523697233e-07,5.550449515610645e-06
ENSG00000285629,0.0,0.0022422868058345215,0.0022422868058345215,0.32771580614285867,0.4579857353953146
ENSG00000116251,5.841822470905786,5.801925820252962,-0.03989665065282377,0.7379279725055279,0.8146016680993438
ENSG00000226944,0.2447650548546603,0.7346767997152089,0.48991174486054867,3.9367378459531013e-07,4.244886080925183e-06
ENSG00000158286,3.5531200464432047,4.565489595464029,1.012369549020824,0.0016797835545104612,0.007000888457188164
ENSG00000116237,6.9618237216611485,6.347853577140127,-0.613970144521021,2.9130488896210413e-08,4.193018524828896e-07
ENSG00000225077,1.2742756169471983,0.9732331138993241,-0.30104250304787417,0.00630444168773001,0.02225982562375275
ENSG00000173673,0.0,0.010963152394842636,0.010963152394842636,0.13923137272499114,0.2902308333711592
ENSG00000158292,1.3785090558108875,1.1748687837598888,-0.20364027205099866,0.263099050884884,0.45009535121904765
ENSG00000097021,6.050383090072033,4.7151442109149935,-1.335238879157039,2.964486225342398e-09,5.598865290960208e-08
ENSG00000271746,0.22024197860525038,0.1005466952932466,-0.11969528331200378,0.002848467591883397,0.011114307349388194
ENSG00000069812,0.2806795609618433,0.9642608420820632,0.6835812811202199,0.002285690945648725,0.009175073630372649
ENSG00000187017,0.29588982247810575,0.40851822139171984,0.11262839891361409,0.12839008351295794,0.27231520273907145
ENSG00000265392,0.0,0.0,0.0,,
ENSG00000231868,0.007187888623990416,0.027729106237467344,0.02054121761347693,0.07928351765710423,0.18851647894592322
ENSG00000215788,6.305768952150822,5.342882611376034,-0.9628863407747881,0.0002594475422028507,0.0013537992502712342
ENSG00000171680,2.945080129633814,2.0148254319091596,-0.9302546977246542,7.178641404293779e-08,9.308351848307355e-07
ENSG00000162408,5.241297929146994,4.576666670214066,-0.6646312589329284,9.743212194215695e-14,7.64006201170097e-12
ENSG00000253022,0.0,0.0018825196219550858,0.0018825196219550858,0.32771580614285856,0.4579857353953146
ENSG00000229519,0.0,0.0,0.0,,
ENSG00000173662,0.024897339288433087,0.015496005038101052,-0.009401334250332035,0.5658471773110911,0.6788859463116607
ENSG00000204859,4.968263902306084,4.952110902085718,-0.01615300022036603,0.810728003008027,0.869682482598611
ENSG00000162413,5.909057061785677,6.487454957686526,0.5783978959008493,7.465229831781791e-08,9.63283600104891e-07
ENSG00000116273,4.432224937143514,4.832004171083857,0.3997792339403432,2.3776403533390036e-09,4.622272366129361e-08
ENSG00000041988,3.8457670661056356,4.367664885028842,0.5218978189232062,3.5534817609927396e-05,0.00023178379145205472
ENSG00000007923,5.961530670982026,5.02029916451563,-0.9412315064663961,3.963957920176332e-11,1.300256692034078e-09
ENSG00000228750,0.003311681648735996,0.002254086104193455,-0.001057595544542541,0.7943086852518595,0.8569015546204528
ENSG00000284744,0.0,0.004193837410996055,0.004193837410996055,0.32771580614285845,0.4579857353953146
ENSG00000237436,0.28708508465415195,0.12968452151196133,-0.1574005631421906,0.0007016301762147436,0.0032571239240534035
ENSG00000171735,3.9930378821771484,3.8802122914384323,-0.11282559073871612,0.11069293710975356,0.24208980128371452
ENSG00000227950,0.0,0.001921557016929587,0.001921557016929587,0.3277158061428582,0.4579857353953146
ENSG00000237365,0.0,0.0,0.0,,
ENSG00000207056,0.0,0.0,0.0,,
ENSG00000237402,0.0,0.009031208135293197,0.009031208135293197,0.22150670649713053,0.3943197797150399
ENSG00000237728,0.0,0.0,0.0,,
ENSG00000225126,0.0,0.0,0.0,,
ENSG00000270171,0.0,0.0035328053564155164,0.0035328053564155164,0.16168696988658474,0.32153328422776595
ENSG00000270035,0.0,0.0037081126307479772,0.0037081126307479772,0.16199145830454187,0.32153328422776595
ENSG00000269978,0.010732300255589687,0.0,-0.010732300255589687,0.1823177257572953,0.34329072827379553
ENSG00000049245,5.459149737062788,4.584535236134301,-0.8746145009284865,7.900199892547955e-16,1.2414242961586424e-13
ENSG00000269925,0.9401603797586034,0.6196618366290823,-0.3204985431295212,2.268184357376137e-05,0.00015517800260169627
ENSG00000049246,3.0395471686317372,3.465629247548222,0.426082078916485,0.005590233566685849,0.020038348722131696
ENSG00000236266,0.33609329813235034,0.35080301354064214,0.014709715408291801,0.8290855424612055,0.8839685731436847
ENSG00000049247,0.261879477919213,0.7587747617628837,0.4968952838436707,1.4733365191611168e-05,0.00010588794305655425
ENSG00000049249,3.8645887588172667,5.917365142220731,2.0527763834034647,8.022119359685164e-08,1.0287979911730431e-06
ENSG00000270330,0.014665745901978814,0.002133485074364799,-0.012532260827614015,0.16958727115007674,0.32670146835893243
ENSG00000116288,7.492972674014961,7.606985077704974,0.11401240369001275,0.0009117389411974608,0.004101741919910179
ENSG00000200344,0.0,0.0,0.0,,
ENSG00000284747,1.112017515284287,0.5447903009586691,-0.567227214325618,2.579225373866348e-08,3.749165775628173e-07
ENSG00000284716,0.0,0.0,0.0,,
ENSG00000116285,0.7707919572740368,1.046331099321048,0.27553914204701113,0.06677190984308116,0.16374192250934708
ENSG00000238290,0.0,0.0,0.0,,
ENSG00000232848,0.03880771105094794,0.0814179252303202,0.042610214179372254,0.09140423527217248,0.20944477103633943
ENSG00000229305,0.0,0.0,0.0,,
ENSG00000227634,0.0,0.0,0.0,,
ENSG00000200975,0.0,0.00397704257885581,0.00397704257885581,0.16167938533592371,0.32153328422776595
ENSG00000233645,0.0,0.0,0.0,,
ENSG00000251977,0.0,0.0,0.0,,
ENSG00000162426,0.447302442276855,0.4128559076735148,-0.034446534603340184,0.7069167604105293,0.792472072234204
